Lwl,B,T,Cb,V_kn,L_B,B_T,Fn,R_F_kN,R_R_kN,R_T_kN,P_E_kW
229.511503,28.016045,7.818427,0.694313,23.392326,8.192145,3.583335,0.253615,1118.163485,799.057292,1909.784456,22982.425807
193.339558,21.757054,7.616994,0.550608,17.257754,8.886293,2.856383,0.203858,382.778189,85.342247,461.262781,4095.159188
118.177672,19.833301,8.691259,0.680467,23.672194,5.958548,2.281983,0.357663,545.525248,640.199589,1234.894392,15038.566260
116.084311,22.186054,7.135649,0.691928,22.828041,5.232310,3.109185,0.348005,493.829784,707.246745,1164.023228,13669.996112
108.201848,22.341920,5.914066,0.588939,17.300515,4.842997,3.777760,0.273178,222.354435,242.403418,464.884588,4137.540869
144.502205,30.107869,9.472999,0.838724,19.137583,4.799483,3.178283,0.261489,704.226247,770.983116,1468.681459,14459.484346
145.210723,28.536421,6.825367,0.798306,20.476509,5.088610,4.180936,0.279100,654.307408,933.356724,1555.289111,16383.442365
200.626536,22.321286,5.380471,0.639533,10.884009,8.988126,4.148575,0.126211,164.130342,20.735156,187.606065,1050.446328
108.186149,21.087160,7.406703,0.843274,15.347192,5.130428,2.847038,0.242352,265.397120,177.419222,447.261701,3531.252291
169.990225,27.573448,12.417232,0.621818,14.970267,6.164997,2.220579,0.188591,416.405755,83.768471,491.475249,3785.029847
132.889585,17.684854,8.639064,0.716598,20.282653,7.514316,2.047080,0.288990,444.669665,488.407024,923.521500,9636.290142
177.926727,29.686274,11.622084,0.698960,20.200656,5.993569,2.554299,0.248742,840.751129,590.430836,1401.917855,14568.879105
189.256316,27.607477,8.383747,0.663741,15.988750,6.855256,3.292976,0.190894,452.289281,94.500514,539.096603,4434.240271
105.765458,22.254850,6.058292,0.821989,17.325744,4.752468,3.673453,0.276709,305.148620,409.862301,705.149412,6285.084965
107.627206,18.817110,5.879937,0.682796,19.635890,5.719646,3.200223,0.310880,287.910665,420.284021,674.331596,6811.805016
181.998484,32.122318,9.541166,0.661678,21.998161,5.665796,3.366708,0.267828,917.652860,957.158541,1889.450341,21382.573396
141.072603,26.607150,7.991110,0.801856,13.077342,5.302056,3.329594,0.180843,278.682050,53.855746,324.423306,2182.577246
161.805549,17.450871,5.404340,0.601354,18.648588,9.272061,3.229048,0.240798,306.615350,139.424119,448.579284,4303.514650
133.807322,19.851182,5.337919,0.602707,15.685675,6.740522,3.718899,0.222724,202.049232,73.305985,274.368750,2213.991608
111.654787,19.408490,9.231404,0.649364,17.581118,5.752884,2.102442,0.273282,292.323370,282.023831,557.361721,5041.058359
193.949833,24.429212,7.102627,0.836110,18.913117,7.939259,3.439461,0.223060,695.634413,267.451596,991.504595,9647.081444
224.829237,25.561519,11.478737,0.783298,20.468669,8.795613,2.226858,0.224216,1077.101375,383.714933,1449.107350,15259.077111
176.443512,22.086928,5.857470,0.560777,19.755171,7.988595,3.770728,0.244276,412.292429,224.285364,630.387321,6406.581833
168.566160,22.160945,9.940216,0.761865,21.321057,7.606452,2.229423,0.269729,762.905948,703.488868,1510.473480,16567.613405
103.357753,22.002053,7.502026,0.778042,15.212000,4.697641,2.932815,0.245764,237.840785,172.266483,407.334222,3187.684354
133.076919,22.043547,5.428658,0.626200,22.335465,6.037001,4.060588,0.318015,433.757867,648.528700,1050.829429,12074.393680
164.842262,30.406927,8.323095,0.838239,18.983245,5.421207,3.653320,0.242851,746.225521,547.175041,1317.075019,12862.313071
220.669417,26.176662,12.781397,0.581299,23.389091,8.430006,2.048028,0.258610,1141.377772,768.896532,1910.451254,22987.271175
215.464791,33.426347,10.823097,0.584266,20.024024,6.445957,3.088427,0.224061,865.614922,349.998126,1205.702608,12420.230967
207.532067,29.304495,11.228507,0.672314,19.981026,7.081919,2.609830,0.227813,888.560718,370.074213,1280.711982,13164.590557
201.155572,27.805789,7.085507,0.836611,17.478250,7.234305,3.924319,0.202412,675.098332,175.375102,838.253027,7537.219990
141.896222,21.298793,7.369474,0.746365,17.611541,6.662172,2.890137,0.242837,383.883644,225.279530,618.677573,5605.312542
227.733939,31.680585,12.614620,0.769885,22.426265,7.188439,2.511418,0.244088,1493.424321,938.344478,2361.767900,27247.852032
130.822036,21.007703,7.517689,0.730412,13.391068,6.227337,2.794436,0.192300,209.852733,42.880503,248.157603,1709.546457
162.422920,22.916222,7.043221,0.776116,18.738210,7.087683,3.253657,0.241495,517.432424,302.167579,798.105637,7693.546369
134.350823,24.485210,10.435503,0.655373,23.150393,5.487020,2.346337,0.328051,691.600417,1029.720232,1762.154538,20986.522020
107.055434,15.273661,5.888491,0.781608,12.895444,7.009154,2.593816,0.204708,131.555690,30.369041,166.343666,1103.521146
137.736515,26.324324,10.052885,0.822767,13.906639,5.232291,2.618584,0.194626,342.878219,79.972900,435.084617,3112.676676
119.155680,24.104809,8.826774,0.759428,17.672864,4.943233,2.730874,0.265921,392.830048,410.845769,780.967168,7100.318267
129.032826,24.998799,8.903403,0.594319,21.796867,5.161561,2.807780,0.315172,515.058375,770.208225,1260.963610,14139.522397
143.112646,23.862321,11.458384,0.640905,19.846594,5.997432,2.082521,0.272490,557.672155,541.167459,1066.320103,10887.087110
106.635969,14.881840,5.023563,0.777841,16.492163,7.165510,2.962408,0.262319,190.330518,153.511476,350.942622,2977.500450
225.113516,29.246330,8.048218,0.613905,17.151294,7.697154,3.633889,0.187759,568.888459,112.709418,677.243438,5975.576544
109.715393,17.981728,8.977772,0.718065,11.544347,6.101493,2.002917,0.181025,135.087391,22.210207,161.514960,959.224453
174.363555,32.513176,11.262127,0.561289,13.269607,5.362858,2.886948,0.165057,324.263871,58.962005,371.282740,2534.550431
156.270152,22.814417,10.686888,0.729953,21.048702,6.849623,2.134805,0.276561,705.803130,732.135658,1460.755766,15817.616044
88.306988,17.616844,7.274442,0.724687,13.432619,5.012645,2.421745,0.234783,133.601143,67.685399,198.357370,1370.714890
190.733950,26.795194,9.777897,0.623795,11.540888,7.118215,2.740384,0.137255,246.835262,33.948558,282.512287,1677.315168
210.037664,22.633983,6.084480,0.555225,22.595945,9.279748,3.719954,0.256086,631.286375,409.595518,1053.066899,12241.216254
163.592665,20.904557,8.593861,0.755928,11.360604,7.825694,2.432499,0.145889,204.702177,24.646027,227.414869,1329.102266
92.891223,17.171311,5.463669,0.656125,17.252226,5.409676,3.142817,0.294010,176.335747,227.622926,415.005178,3683.297147
220.828217,32.539871,11.530785,0.574464,21.075778,6.786389,2.822000,0.232949,976.698752,459.209612,1432.508320,15531.695759
171.528568,30.493597,8.850053,0.765237,15.446838,5.625068,3.445584,0.193720,486.150157,116.093560,612.944182,4870.781226
217.031271,25.683909,12.067120,0.756452,10.475080,8.450087,2.128421,0.116788,295.108937,33.065739,326.409385,1758.968689
145.666301,16.241274,5.927860,0.648226,20.382048,8.968896,2.739821,0.277378,353.605758,307.505134,650.478018,6820.536711
150.276538,16.114205,4.018780,0.792358,13.327966,9.325718,4.009726,0.178576,169.423453,24.551124,199.709645,1369.307624
157.948831,24.168229,9.208748,0.650081,23.586490,6.535391,2.624486,0.308254,763.795050,1049.953393,1821.452752,22101.376944
152.686085,32.715679,10.075049,0.749334,11.554531,4.667061,3.247198,0.153588,274.478531,46.247869,320.433092,1904.705328
191.274253,25.284628,12.181720,0.813585,17.569217,7.564844,2.075620,0.208654,745.832044,196.720637,938.293554,8480.651878
138.400021,20.865548,8.892342,0.848358,23.117220,6.632944,2.346463,0.322754,765.121807,1199.740293,1930.493030,22958.417568
210.881798,24.713638,9.479427,0.566308,22.944594,8.533013,2.607081,0.259516,858.257439,591.181712,1454.307452,17166.221213
114.200498,19.848189,6.439417,0.617513,20.338639,5.753699,3.082296,0.312602,317.910362,447.014148,760.574943,7957.964779
105.231028,21.724849,8.515341,0.563599,12.463656,4.843809,2.551260,0.199562,132.629746,33.414100,169.514165,1086.899950
146.514668,20.038368,8.259600,0.556548,18.888524,7.311707,2.426070,0.256307,360.427588,236.128125,604.708783,5876.008512
192.534654,29.426811,9.789751,0.570768,12.649990,6.542831,3.005879,0.149741,289.682056,44.893739,350.620417,2281.736485
84.746008,18.000410,5.284445,0.831682,10.856171,4.708004,3.406301,0.193696,88.289668,20.183152,105.506391,589.241814
124.335158,26.756075,10.114383,0.634320,11.777071,4.646988,2.645349,0.173478,182.818839,34.606121,214.866550,1301.799786
86.501859,12.622572,5.612940,0.626823,22.464422,6.852951,2.248834,0.396722,225.426453,128.502316,350.097991,4045.972941
89.482657,13.627329,5.356919,0.634215,15.709251,6.566412,2.543874,0.272766,121.541639,104.988656,231.046013,1867.205210
210.766160,30.849220,7.833324,0.655898,19.502454,6.832139,3.938203,0.220644,742.827244,284.970332,1044.677874,10481.170183
159.817626,22.714523,10.641879,0.745546,20.269458,7.035923,2.134447,0.263350,680.287334,573.537950,1240.847278,12938.936121
160.899600,32.781114,10.101643,0.713202,15.416520,4.908302,3.245127,0.199624,470.621090,131.449989,571.727786,4534.336702
83.581850,16.889401,6.794758,0.739460,19.521195,4.948775,2.485651,0.350715,247.389723,338.000502,581.075716,5835.488548
175.444175,27.656914,7.592484,0.761771,16.957461,6.343592,3.642670,0.210279,521.448359,163.581986,687.367172,5996.360323
105.014697,22.117200,9.869117,0.804361,23.677310,4.748101,2.241052,0.379499,646.834671,678.779493,1328.019260,16176.137634
171.296668,23.217865,9.174829,0.702786,14.183758,7.377796,2.530605,0.178000,329.563898,52.820574,390.481332,2849.244250
154.974550,24.717669,10.854635,0.571174,16.882214,6.269788,2.277153,0.222742,399.675740,144.749978,548.041271,4759.712928
190.809967,26.017387,6.725346,0.820525,18.274340,7.333940,3.868557,0.217293,644.131669,227.970894,869.429552,8173.615376
174.251660,26.648942,10.616355,0.560835,22.995196,6.538783,2.510178,0.286123,798.646419,894.612620,1678.054187,19850.945719
222.109950,31.584617,10.271482,0.685806,20.162267,7.032219,3.074981,0.222208,976.912126,374.927928,1387.670290,14393.411907
179.178846,25.942832,9.390989,0.713881,17.925093,6.906680,2.762524,0.219949,579.546131,204.664884,799.355231,7371.219476
115.555245,24.240820,11.990736,0.714188,10.813155,4.766969,2.021629,0.165219,167.499588,27.309854,195.618001,1088.176561
80.047949,14.813903,4.564670,0.812602,18.437716,5.403569,3.245339,0.338482,184.352644,282.965883,472.027436,4477.261614
172.495547,29.982119,12.003430,0.575397,13.462277,5.753281,2.497796,0.168358,333.425370,58.258047,399.009817,2763.377478
138.951716,26.334750,7.882101,0.821205,23.331306,5.276364,3.341083,0.325095,826.791615,1501.208093,2413.734338,28971.209780
176.206137,30.228416,8.153617,0.556298,18.335019,5.829156,3.707363,0.226869,492.895837,220.300142,722.404202,6813.962480
88.141213,17.890859,5.576488,0.834037,15.994807,4.926606,3.208267,0.279829,192.054074,252.109932,440.137640,3621.642903
126.709833,24.895847,10.680991,0.731190,16.300235,5.089597,2.330855,0.237844,381.669567,219.767677,585.183214,4907.087735
156.772715,33.355081,10.659694,0.607651,11.362837,4.700115,3.129084,0.149058,232.702197,40.856822,268.748744,1570.982480
84.607817,17.712378,7.771102,0.823396,12.009404,4.776762,2.279262,0.214447,122.170444,40.778438,154.751793,956.082260
176.960858,27.250536,9.077850,0.809653,19.550417,6.493849,3.001871,0.241391,776.367264,485.052988,1285.803848,12932.093781
79.633837,13.771173,6.569799,0.774080,22.527642,5.782647,2.096133,0.414639,285.967040,135.495468,441.432283,5115.851529
202.329373,26.422073,12.211593,0.703333,21.986334,7.657589,2.163688,0.253879,1069.273363,735.045196,1826.933821,20663.969433
118.997431,22.503172,8.718179,0.641346,18.104261,5.288029,2.581178,0.272594,337.574095,346.872117,662.147329,6166.994124
175.693300,29.570838,7.866628,0.774540,13.224263,5.941438,3.759023,0.163869,352.662972,57.737536,396.355238,2696.461244
81.566821,16.409814,7.790572,0.570191,12.035231,4.970612,2.106368,0.218878,84.163263,27.989229,113.453396,702.441290
91.933803,20.125674,5.830526,0.606254,13.929039,4.567986,3.451777,0.238609,123.397166,71.151158,197.715707,1416.773553
123.691374,26.447831,11.301651,0.786450,17.582872,4.676806,2.340174,0.259671,489.727237,476.000456,958.724814,8672.052111
136.790599,17.561161,4.550621,0.708163,12.657390,7.789382,3.859069,0.177754,139.301176,21.952428,160.451286,1044.781486
143.790852,26.214715,6.562309,0.686074,11.024617,5.485120,3.994739,0.151009,161.378494,25.911470,188.393233,1068.481256
135.330568,24.800346,12.208720,0.831247,19.998115,5.456802,2.031363,0.282355,713.407650,940.365395,1637.637031,16847.863168
99.108482,21.346059,6.577320,0.759158,17.124386,4.642940,3.245404,0.282529,260.080274,354.161374,626.139480,5515.999355
159.483818,21.521996,7.526502,0.834259,13.722299,7.410271,2.859495,0.178473,302.743961,47.149794,351.976596,2484.727520
228.767234,26.941132,11.323438,0.558900,20.814012,8.491374,2.379236,0.226028,870.647271,309.182037,1154.059191,12357.254624
124.519398,27.266238,7.935880,0.794927,10.541223,4.566798,3.435818,0.155159,167.896310,27.388506,199.376379,1081.191944
177.861355,29.086216,8.435566,0.640851,15.965510,6.114971,3.448046,0.196628,428.405140,103.713305,553.958187,4549.858387
179.712859,21.172088,5.327128,0.747454,18.518857,8.488197,3.974391,0.226897,455.104179,179.849148,641.034731,6107.083350
189.687197,20.162401,6.893760,0.660115,18.937269,9.407967,2.924732,0.225841,474.823553,161.478846,632.441187,6161.346091
115.697214,23.193335,6.133827,0.815378,16.828770,4.988382,3.781218,0.256977,319.345179,305.236576,645.743060,5590.494669
215.943432,27.274207,12.225167,0.820327,17.282914,7.917496,2.230988,0.193175,844.730869,163.969464,1045.961249,9299.736825
101.402240,17.958091,7.883369,0.617811,23.338484,5.646605,2.277972,0.380673,389.886693,327.245231,734.043191,8813.174499
189.510829,28.907924,10.205739,0.600617,15.765507,6.555671,2.832517,0.188102,454.414426,92.441009,545.056549,4420.665149
100.956422,13.547970,6.295683,0.842030,20.346588,7.451775,2.151946,0.332605,305.783686,411.568391,696.782243,7293.345330
95.692251,16.364834,3.956315,0.688252,19.216294,5.847432,4.136383,0.322652,197.800087,297.421794,486.020117,4804.652439
120.850461,21.268610,7.289268,0.775165,19.464084,5.682104,2.917798,0.290813,416.513270,577.691415,1016.207577,10175.470803
164.709402,29.089033,9.263082,0.808109,11.366062,5.662251,3.140319,0.145464,276.277673,39.750100,319.850106,1870.228251
199.527908,25.321859,9.843852,0.798336,11.090797,7.879671,2.572353,0.128963,290.055482,33.865098,330.706163,1886.875173
142.159610,20.070282,8.329306,0.645288,21.033304,7.083090,2.409598,0.289750,483.017288,539.716716,1021.797944,11056.320700
121.609822,19.975667,8.995175,0.615776,14.840678,6.087898,2.220709,0.221041,219.772433,74.980361,295.424376,2255.475741
109.396763,24.297985,8.434310,0.696036,20.444091,4.502298,2.880850,0.321047,434.934073,734.866576,1193.530346,12552.764463
138.567825,20.030522,6.258293,0.835161,10.398089,6.917834,3.200637,0.145086,142.105085,17.540178,158.817711,849.553167
219.520640,26.538733,10.824021,0.846775,22.155828,8.271708,2.451837,0.245614,1316.371773,820.078545,2172.600728,24763.157275
144.565360,20.530133,7.084383,0.843652,15.457786,7.041618,2.897942,0.211163,333.810193,96.029174,436.047291,3467.520153
227.270407,29.174029,12.681918,0.663843,22.338494,7.790162,2.300443,0.243381,1243.643039,687.895369,1850.901472,21270.382637
170.161875,19.841869,9.672900,0.597163,10.578983,8.575900,2.051284,0.133204,157.993837,18.717129,174.042711,947.191690
165.010254,28.830738,10.741840,0.554119,21.450760,5.723414,2.683966,0.274278,693.081336,716.797365,1379.074551,15218.383649
210.388222,31.902072,10.905495,0.555956,13.631488,6.594814,2.925321,0.154360,387.912143,62.123905,437.260409,3066.348660
169.787887,18.287830,9.031254,0.777562,10.802122,9.284201,2.024949,0.136163,188.737625,19.639104,212.339831,1179.990882
147.923903,23.255010,10.191896,0.779778,15.093271,6.360948,2.281716,0.203830,378.079184,94.644423,478.960603,3718.957937
149.092252,32.989615,12.942144,0.743873,22.376918,4.519369,2.549007,0.301007,1031.614693,1756.605277,2869.748374,33035.600119
126.620114,23.875699,5.780579,0.773956,17.847225,5.303305,4.130330,0.260509,363.599165,361.189260,709.029779,6509.884556
80.964003,17.483947,7.579811,0.819244,13.102677,4.630762,2.306647,0.239176,135.212083,81.044592,214.084060,1443.053645
144.951993,24.323238,8.620822,0.833465,23.676310,5.959404,2.821452,0.323002,882.312409,1493.743454,2334.709028,28437.072371
65.844853,11.411533,4.259021,0.702890,13.551601,5.770027,2.679379,0.274305,63.103994,59.300181,123.589423,861.608574
99.230115,17.439111,7.128666,0.701642,17.898296,5.690090,2.446336,0.295117,241.817582,311.396751,538.513718,4958.457190
108.327567,14.851440,6.388218,0.679911,17.843493,7.294078,2.324817,0.281588,219.926886,214.267107,452.354531,4152.378371
131.679652,15.626711,5.493440,0.588231,21.057385,8.426575,2.844613,0.301404,300.613246,326.793370,627.609323,6798.794903
117.245481,24.884309,6.266814,0.730880,20.709679,4.711623,3.970807,0.314144,447.531847,796.543220,1286.516374,13706.506870
195.600415,22.830317,9.670367,0.554390,22.374788,8.567573,2.360853,0.262771,735.255597,520.687360,1254.413509,14439.021125
160.622802,30.226406,11.314780,0.566347,17.013636,5.313989,2.671409,0.220494,468.255178,181.104736,673.782871,5897.327110
148.696216,23.142769,7.504626,0.571207,10.507059,6.425169,3.083800,0.141526,126.884020,18.495648,144.383531,780.435334
215.783598,28.498316,10.241956,0.764699,15.554798,7.571802,2.782507,0.173924,610.839451,95.858592,692.782344,5543.694512
199.532370,27.056933,12.692908,0.830961,17.485539,7.374538,2.131657,0.203318,827.829815,199.876544,1051.738429,9460.735010
144.926472,30.473122,12.161924,0.634900,12.021394,4.755879,2.505617,0.164015,254.165685,45.236948,300.205515,1856.571222
216.354422,24.008650,8.826325,0.686448,17.734395,9.011519,2.720119,0.198033,600.903752,121.411109,721.009378,6578.023235
133.775236,16.150427,6.698147,0.616959,23.089276,8.283077,2.411178,0.327888,422.685547,492.851050,885.883978,10522.653317
190.613978,33.520964,11.288714,0.826575,11.975484,5.686411,2.969423,0.142469,417.847802,59.931150,475.273074,2928.022445
180.064413,30.581878,9.651130,0.662978,10.282406,5.887945,3.168735,0.125859,213.266314,31.342177,248.687875,1315.489750
210.530404,25.369177,7.788397,0.558083,10.024625,8.298669,3.257304,0.113479,164.550731,21.461391,186.862725,963.671314
209.677470,24.367156,9.330875,0.575821,20.054685,8.604922,2.611455,0.227480,661.072854,239.386474,879.316967,9071.923893
173.050277,20.997178,5.466592,0.813157,19.800940,8.241597,3.841000,0.247231,549.483053,355.204826,880.982431,8974.105090
135.425456,15.232552,3.847114,0.708794,23.259303,8.890530,3.959475,0.328284,371.166885,476.811775,858.234660,10269.300477
187.539451,24.816020,11.606840,0.778886,22.476299,7.557193,2.138051,0.269577,1080.068380,1024.087841,2037.417566,23558.246523
141.689370,24.179864,7.872895,0.782866,22.894259,5.859808,3.071280,0.315909,730.193889,1203.706687,1946.461587,22925.062643
168.420041,17.963927,7.950046,0.735789,12.562050,9.375458,2.259600,0.158989,219.716182,25.714053,238.177125,1539.212797
142.190100,27.005512,7.151427,0.671474,20.250919,5.265225,3.776241,0.278942,515.414960,643.976188,1182.217860,12316.303112
221.751247,26.898086,7.373753,0.775819,22.628630,8.244127,3.647815,0.249591,1088.213695,749.463946,1808.172022,21049.225468
219.582553,32.598141,10.208474,0.666596,12.636621,6.736045,3.193243,0.140067,397.981718,58.250357,452.924139,2944.384672
189.654478,21.502033,6.673328,0.610919,23.287098,8.820305,3.222085,0.277739,669.318998,618.056564,1306.944774,15657.077749
141.234812,25.371526,6.577782,0.833617,21.330076,5.566666,3.857155,0.294798,659.977854,1073.768809,1729.794072,18981.254256
109.540199,20.354240,10.075441,0.782913,20.387050,5.381689,2.020184,0.319942,477.411681,753.532851,1202.742841,12614.361641
192.914162,28.666212,10.388449,0.655438,19.361745,6.729670,2.759431,0.228963,732.506753,317.339676,1031.453438,10273.826369
179.465890,26.430226,10.223802,0.826222,10.345015,6.790176,2.585166,0.126836,250.822730,30.490553,274.968087,1463.361090
143.536508,29.329272,8.580424,0.602952,10.440591,4.893968,3.418161,0.143136,154.335403,25.954948,183.777223,987.085712
208.886863,24.188991,7.726864,0.569056,22.152867,8.635617,3.130506,0.251755,714.282778,433.421843,1130.421705,12882.748771
95.771222,15.317176,5.263983,0.567138,13.109816,6.252538,2.909807,0.220030,88.612483,28.523272,113.712184,766.905211
193.866716,27.191848,11.563468,0.582177,16.352176,7.129590,2.351531,0.192898,501.205254,102.681860,597.758659,5028.512539
224.884884,27.055144,11.342211,0.825540,17.465989,8.312093,2.385350,0.191301,863.933242,160.287997,1031.983216,9272.651101
148.235908,25.053917,7.292869,0.599142,10.118003,5.916676,3.435399,0.136497,126.475151,19.058389,143.577041,747.339470
158.755692,22.192261,9.127716,0.705125,14.204033,7.153651,2.431305,0.185161,302.252872,52.747683,353.693028,2584.498399
93.669527,19.679737,7.302862,0.589341,12.709878,4.759694,2.694798,0.215698,113.224329,38.139459,148.693991,972.238728
138.746107,20.232085,10.103754,0.650114,16.656957,6.857726,2.002433,0.232268,341.625237,142.954598,493.247135,4226.670000
208.313204,24.209902,7.270597,0.570498,15.082429,8.604463,3.329837,0.171639,337.098745,52.350061,379.153615,2941.877499
220.175009,27.238237,9.231705,0.761269,22.900817,8.083306,2.950510,0.253496,1193.191121,862.586857,2059.497885,24263.331408
166.157397,21.776079,8.363612,0.658360,17.045576,7.630272,2.603669,0.217198,395.819449,120.213517,523.490412,4590.484374
171.994335,24.482389,6.521163,0.676089,15.684143,7.025227,3.754298,0.196430,343.098152,77.364805,412.616826,3329.245540
155.639210,32.037458,12.948709,0.702643,13.367058,4.858039,2.474182,0.175987,380.271137,73.130313,435.147922,2992.339311
104.669661,19.617746,9.357454,0.551506,16.977544,5.335458,2.096483,0.272564,233.183822,218.847376,441.363037,3854.862927
184.426719,21.829062,9.066124,0.752937,20.847276,8.448678,2.407761,0.252140,742.205766,479.603097,1235.203058,13247.251589
190.833936,22.761491,9.797141,0.598947,23.231276,8.384070,2.323279,0.276216,821.126809,729.330495,1574.877883,18821.665783
163.088336,24.113514,7.787432,0.678033,16.514903,6.763358,3.096465,0.212407,385.735476,115.672922,500.659744,4253.601518
216.417795,26.027980,9.398407,0.754121,20.429483,8.314813,2.769403,0.228094,921.806490,372.297228,1245.925452,13094.458473
115.618336,17.029498,6.639060,0.559417,20.424995,6.789298,2.565047,0.311998,281.045064,344.107914,612.313203,6433.890796
87.728880,15.562051,5.014014,0.709911,16.073623,5.637360,3.103711,0.281868,143.845746,164.074956,300.550108,2485.242491
184.400175,19.443285,7.655550,0.678590,18.089161,9.484003,2.539763,0.218797,448.595283,128.185719,567.546408,5281.507618
152.734314,25.893415,11.979484,0.609756,19.606421,5.898578,2.161480,0.260576,591.069321,475.861723,1075.980009,10852.770748
102.588227,20.986534,6.170219,0.668260,23.548802,4.888288,3.401262,0.381877,414.906407,398.986149,822.352026,9962.416477
95.594163,19.888530,7.493533,0.709550,18.492284,4.806497,2.654092,0.310655,276.523625,431.278935,691.944291,6582.635313
161.006873,24.794442,11.384694,0.617125,17.012090,6.493668,2.177875,0.220211,455.737829,155.272485,621.707232,5441.037357
141.067060,20.043898,6.541123,0.637295,18.271877,7.037905,3.064290,0.252682,324.402775,213.792319,547.606361,5147.421890
167.901343,19.480281,8.691941,0.595272,16.547930,8.619041,2.241189,0.209759,336.875631,80.379675,416.446281,3545.200255
198.771410,27.600755,10.851262,0.701913,22.625018,7.201666,2.543553,0.263582,1069.959282,920.356456,2043.160063,23780.962957
93.087649,11.713790,3.977368,0.665026,18.866372,7.946843,2.945111,0.321178,147.587956,174.939152,318.000263,3086.412535
87.161398,11.192253,5.148828,0.602609,20.395188,7.787655,2.173748,0.358814,165.758438,149.146760,327.456451,3435.732673
164.084860,28.438976,7.812894,0.656159,15.834109,5.769718,3.640006,0.203031,384.369808,106.622023,494.135372,4025.109248
149.745002,28.388788,9.083772,0.616340,11.807656,5.274794,3.125220,0.158486,206.598688,35.089839,242.599022,1473.638139
189.942591,20.554601,8.578624,0.785741,16.461604,9.240880,2.396025,0.196184,480.124064,89.203835,561.319219,4753.573104
77.207810,13.105375,5.609312,0.718918,17.024428,5.891309,2.336361,0.318233,138.838849,188.498113,326.714493,2861.403109
167.331144,19.571641,7.434802,0.635584,11.070431,8.549674,2.632436,0.140566,153.640382,18.649745,168.917575,962.005316
205.401929,23.695701,5.946660,0.640053,21.678983,8.668320,3.984708,0.248451,659.734225,399.368239,1040.644089,11605.910930
174.625218,33.082246,10.673951,0.557872,21.548961,5.278518,3.099344,0.267841,789.771409,797.212309,1613.447567,17886.250245
192.371022,22.641429,10.529695,0.813971,22.298259,8.496417,2.150246,0.264061,1031.964581,861.777786,1855.600517,21285.974679
149.430312,19.445657,8.436686,0.618578,19.593914,7.684508,2.304893,0.263272,423.210519,311.894412,727.338822,7331.554476
150.821197,32.846479,11.230534,0.783408,14.576113,4.591701,2.924748,0.194946,459.972139,119.367999,583.149422,4372.800813
176.757651,28.087343,10.606626,0.729984,15.347720,6.293143,2.648094,0.189609,482.720699,98.790464,581.634757,4592.321887
131.293918,14.686633,3.560760,0.822675,12.789624,8.939688,4.124579,0.183332,131.396491,20.201679,147.285103,969.069021
148.600669,23.760967,10.904545,0.628729,16.989894,6.253982,2.178997,0.228920,411.951834,170.579847,587.816549,5137.721746
137.058062,15.037764,5.731489,0.810018,16.665575,9.114258,2.623710,0.233815,267.355915,109.938756,376.624897,3228.995428
188.125139,32.823163,11.767953,0.728487,13.852765,5.731475,2.789199,0.165889,479.951064,80.394829,535.469947,3816.011467
120.468863,17.573262,4.472540,0.635796,21.340460,6.855236,3.929146,0.319352,298.092272,409.882337,728.632194,7999.267677
106.461734,19.599084,8.506845,0.779349,21.770780,5.431975,2.303919,0.346562,473.434911,680.094437,1132.855478,12687.808075
73.466031,13.760968,4.073683,0.579004,15.419579,5.338725,3.378016,0.295483,81.340967,98.658332,179.564762,1424.399266
183.260327,21.373821,8.655368,0.723388,10.356036,8.574055,2.469430,0.125650,184.987126,20.930685,209.615796,1116.749183
146.232883,29.198188,9.463660,0.583419,17.871400,5.008286,3.085295,0.242739,435.909677,278.025426,710.848633,6535.424708
182.251769,25.177155,12.174361,0.566126,13.299189,7.238775,2.068047,0.161805,314.225755,46.323959,365.036627,2497.466642
171.726119,33.130117,12.635159,0.674801,23.718390,5.183384,2.622058,0.297283,1180.118423,1777.085453,3062.868418,37372.456454
127.333404,19.042777,5.248034,0.602276,23.273827,6.686703,3.628555,0.338766,392.954160,513.381966,899.337936,10767.845724
172.816137,23.069762,7.242217,0.819656,22.360432,7.491024,3.185456,0.279378,818.809847,956.977773,1787.324972,20559.939139
145.015780,23.247036,8.384326,0.584194,13.893409,6.238033,2.772678,0.189498,225.634702,45.708795,267.301509,1910.505678
172.757333,19.992514,7.658925,0.846534,11.574485,8.641101,2.610355,0.144640,230.839597,25.470070,247.434872,1473.332238
205.769572,21.875437,5.855460,0.568233,20.315964,9.406421,3.735904,0.232622,498.876226,200.794057,691.084180,7222.814960
185.458225,25.637812,8.382820,0.689484,13.642834,7.233777,3.058375,0.164545,327.136279,49.067832,360.149394,2527.699123
195.734980,24.649190,7.337419,0.771708,18.691780,7.940828,3.359382,0.219442,639.839396,220.544167,840.649976,8083.584103
92.424948,15.611803,5.943162,0.730609,18.751927,5.920197,2.626851,0.320372,222.638739,319.500702,545.163355,5259.090670
196.932657,21.163833,8.241969,0.827917,16.557308,9.305151,2.567813,0.193791,527.396599,94.731691,642.301124,5470.997464
219.034908,29.103437,9.691483,0.786556,23.402281,7.526084,3.002991,0.259720,1358.060771,1169.827622,2447.851689,29470.085604
165.558896,28.127204,7.408603,0.673813,17.065428,5.886077,3.796560,0.217843,444.596049,166.304474,607.783508,5335.857232
